-52.711201	154.906494	-1184.298340	0.013746	0.794802	-0.519294	2
-52.712002	154.644699	-1184.801147	0.049448	0.612030	-0.318742	3
-52.181000	154.614197	-1184.806763	0.065644	1.257308	-0.622229	3
-51.505001	154.346497	-1184.780640	0.200227	0.484730	-0.214023	3
-50.926399	154.065094	-1184.801025	0.292959	0.621528	-0.175778	3
-50.756699	154.126099	-1184.302490	0.801768	1.700991	-0.481067	2
-49.785801	153.670197	-1184.311157	0.420946	0.746850	-0.422370	2
-54.511600	155.052307	-1183.812744	-0.104020	0.376779	-0.331819	2
-54.879299	154.581604	-1183.766846	-0.550599	0.361971	-0.698794	3
-54.112301	154.628204	-1184.347046	-0.306028	0.698634	-0.719323	3
-54.050800	155.027298	-1183.985596	0.097639	0.973765	-0.253798	2
-53.601601	154.900299	-1184.300049	0.092124	0.918756	-0.239461	2
-53.589500	155.029404	-1183.800049	-0.023574	0.711705	-0.183198	2
-52.256199	154.869797	-1184.298218	0.541642	1.227135	-0.487705	2
-51.804699	154.868500	-1183.800049	0.497463	0.758475	-0.251724	2
-50.457001	153.906601	-1183.800049	0.319124	0.569130	0.155840	2
-49.112400	153.294998	-1184.303467	0.734044	1.314791	-0.129833	2
-48.569099	152.791199	-1183.794067	0.639818	0.568143	-0.120502	2
-48.446899	152.332001	-1183.800049	0.778272	0.208897	-0.137141	2
-48.655602	152.781296	-1184.300049	0.705626	0.189398	-0.124340	2
-48.691101	151.894394	-1184.282471	1.355887	-0.210679	-0.755217	3
-48.424198	151.882797	-1183.800049	1.427946	0.129691	-0.786903	2
-48.660198	151.433594	-1184.093262	1.341726	-0.430103	-1.266613	3
-48.192699	151.007294	-1183.801514	0.407352	0.183546	-0.384547	3
-55.398399	155.258804	-1183.300049	-0.385313	0.504471	-1.002861	2
-54.949200	155.322296	-1183.300049	-0.030842	0.218207	-0.433784	2
-54.949200	155.027298	-1183.542603	-0.296312	0.867893	-1.055547	2
-54.497898	155.439407	-1183.301636	-0.055752	1.297773	-0.981405	2
-54.050800	155.190704	-1183.800049	-0.420783	1.474052	-0.796183	2
-54.053001	155.461197	-1183.298096	0.606792	1.033829	-0.554449	2
-55.398399	155.027298	-1183.416504	-0.581828	0.327831	-1.509858	2
-55.827301	155.029007	-1183.250854	-0.359521	0.075680	-0.715561	2
-53.152302	154.923004	-1183.300049	0.439637	0.725670	-0.229996	2
-53.152302	154.916595	-1184.294556	-0.004251	0.424224	-0.002734	2
-52.703098	154.927505	-1183.300049	0.009451	0.416030	-0.008833	2
-51.253601	154.475693	-1183.894531	0.312582	0.454415	-0.065982	2
-50.831799	154.220093	-1183.890747	0.380008	0.489023	0.119941	2
-50.046600	153.673004	-1183.787354	0.201078	0.464445	0.273077	2
-49.546600	153.144608	-1183.256836	0.355747	1.029259	0.689861	2
-48.706001	152.768005	-1183.321289	0.395222	0.474009	0.242103	2
-49.122200	153.351700	-1183.784668	0.419643	0.411726	0.141714	2
-48.374298	151.882797	-1183.300049	2.368722	0.465574	0.074330	2
-48.383400	151.433594	-1183.800049	1.311651	0.587775	-0.297574	2
-48.264198	151.426102	-1183.289429	0.690586	0.309464	-0.156673	2
-48.038502	150.984406	-1183.300049	1.296285	1.180284	-0.344729	2
-47.660000	150.566101	-1183.308960	0.470582	0.428471	-0.125145	2
